37.767,14.47,-2.951,0,0,0
37.759,14.468,-2.951,-0.0084022,-0.0016213,0
37.75,14.467,-2.951,-0.0084022,-0.0016213,-7.7026e-07
37.742,14.465,-2.951,-0.0084022,-0.0016213,-1.5405e-06
37.733,14.463,-2.951,-0.0084022,-0.0016213,-2.3108e-06
37.725,14.462,-2.951,-0.0084022,-0.0016213,-3.081e-06
37.717,14.46,-2.951,-0.0084023,-0.0016212,-3.8513e-06
37.708,14.458,-2.951,-0.0084023,-0.0016212,-4.6215e-06
37.7,14.457,-2.951,-0.0084023,-0.0016212,-5.3918e-06
37.691,14.455,-2.951,-0.0084023,-0.0016211,-6.162e-06
37.683,14.454,-2.951,-0.0084023,-0.0016211,-6.9322e-06
37.675,14.452,-2.951,-0.0084024,-0.001621,-7.7024e-06
37.666,14.45,-2.951,-0.0084024,-0.0016209,-8.4726e-06
37.658,14.449,-2.951,-0.0084024,-0.0016209,-9.2428e-06
37.649,14.447,-2.951,-0.0084025,-0.0016208,-1.0013e-05
37.641,14.446,-2.9511,-0.0084025,-0.0016207,-1.0783e-05
37.633,14.444,-2.9511,-0.0084025,-0.0016206,-1.1553e-05
37.624,14.442,-2.9511,-0.0084026,-0.0016205,-1.2324e-05
37.616,14.441,-2.9511,-0.0084026,-0.0016204,-1.3094e-05
37.607,14.439,-2.9511,-0.0084027,-0.0016203,-1.3864e-05
37.599,14.437,-2.9511,-0.0084027,-0.0016202,-1.4634e-05
37.591,14.436,-2.9511,-0.0084028,-0.00162,-1.5404e-05
37.582,14.434,-2.9511,-0.0084029,-0.0016199,-1.6174e-05
37.574,14.433,-2.9512,-0.0084029,-0.0016198,-1.6944e-05
37.565,14.431,-2.9512,-0.008403,-0.0016196,-1.7714e-05
37.557,14.429,-2.9512,-0.0084031,-0.0016195,-1.8484e-05
37.549,14.428,-2.9512,-0.0084031,-0.0016193,-1.9254e-05
37.54,14.426,-2.9512,-0.0084032,-0.0016192,-2.0024e-05
37.532,14.424,-2.9513,-0.0084033,-0.001619,-2.0794e-05
37.523,14.423,-2.9513,-0.0084033,-0.0016188,-2.1564e-05
37.515,14.421,-2.9513,-0.0084034,-0.0016186,-2.2334e-05
37.507,14.42,-2.9513,-0.0084035,-0.0016185,-2.3104e-05
37.498,14.418,-2.9514,-0.0084036,-0.0016183,-2.3874e-05
37.49,14.416,-2.9514,-0.0084037,-0.0016181,-2.4644e-05
37.481,14.415,-2.9514,-0.0084038,-0.0016179,-2.5413e-05
37.473,14.413,-2.9514,-0.0084039,-0.0016177,-2.6183e-05
37.465,14.412,-2.9515,-0.008404,-0.0016174,-2.6953e-05
37.456,14.41,-2.9515,-0.0084041,-0.0016172,-2.7723e-05
37.448,14.408,-2.9515,-0.0084042,-0.001617,-2.8492e-05
37.439,14.407,-2.9515,-0.0084043,-0.0016168,-2.9262e-05
37.431,14.405,-2.9516,-0.0084044,-0.0016165,-3.0032e-05
37.423,14.403,-2.9516,-0.0084045,-0.0016163,-3.0801e-05
37.414,14.402,-2.9516,-0.0084046,-0.001616,-3.1571e-05
37.406,14.4,-2.9517,-0.0084047,-0.0016158,-3.234e-05
37.397,14.399,-2.9517,-0.0084049,-0.0016155,-3.311e-05
37.389,14.397,-2.9517,-0.008405,-0.0016152,-3.3879e-05
37.381,14.395,-2.9518,-0.0084051,-0.0016149,-3.4649e-05
37.372,14.394,-2.9518,-0.0084052,-0.0016147,-3.5418e-05
37.364,14.392,-2.9518,-0.0084054,-0.0016144,-3.6187e-05
37.355,14.391,-2.9519,-0.0084055,-0.0016141,-3.6957e-05
37.347,14.389,-2.9519,-0.0084056,-0.0016138,-3.7726e-05
37.339,14.387,-2.952,-0.0084058,-0.0016135,-3.8495e-05
37.33,14.386,-2.952,-0.0084059,-0.0016131,-3.9264e-05
37.322,14.384,-2.952,-0.0084061,-0.0016128,-4.0033e-05
37.313,14.382,-2.9521,-0.0084062,-0.0016125,-4.0802e-05
