41.442,15.643,-2.8542,0,0,0
41.439,15.641,-2.8542,-0.0035203,-0.0010406,0
41.435,15.64,-2.8542,-0.0035203,-0.0010406,8.7767e-08
41.432,15.639,-2.8542,-0.0035203,-0.0010407,1.7553e-07
41.428,15.638,-2.8542,-0.0035203,-0.0010407,2.633e-07
41.425,15.637,-2.8542,-0.0035203,-0.0010407,3.5106e-07
41.421,15.636,-2.8542,-0.0035203,-0.0010407,4.3883e-07
41.418,15.635,-2.8542,-0.0035203,-0.0010407,5.2659e-07
41.414,15.634,-2.8542,-0.0035203,-0.0010407,6.1436e-07
41.411,15.633,-2.8542,-0.0035203,-0.0010407,7.0212e-07
41.407,15.632,-2.8542,-0.0035203,-0.0010407,7.8988e-07
41.404,15.631,-2.8542,-0.0035203,-0.0010407,8.7764e-07
41.4,15.63,-2.8542,-0.0035203,-0.0010407,9.654e-07
41.397,15.629,-2.8542,-0.0035203,-0.0010407,1.0532e-06
41.393,15.628,-2.8542,-0.0035203,-0.0010407,1.1409e-06
41.39,15.627,-2.8542,-0.0035203,-0.0010407,1.2287e-06
41.386,15.626,-2.8542,-0.0035204,-0.0010407,1.3164e-06
41.383,15.625,-2.8542,-0.0035204,-0.0010407,1.4042e-06
41.379,15.624,-2.8541,-0.0035204,-0.0010407,1.4919e-06
41.376,15.623,-2.8541,-0.0035204,-0.0010407,1.5797e-06
41.372,15.622,-2.8541,-0.0035204,-0.0010408,1.6674e-06
41.368,15.621,-2.8541,-0.0035204,-0.0010408,1.7552e-06
41.365,15.62,-2.8541,-0.0035204,-0.0010408,1.8429e-06
41.361,15.619,-2.8541,-0.0035205,-0.0010408,1.9306e-06
41.358,15.618,-2.8541,-0.0035205,-0.0010408,2.0184e-06
41.354,15.616,-2.8541,-0.0035205,-0.0010408,2.1061e-06
41.351,15.615,-2.8541,-0.0035205,-0.0010408,2.1938e-06
41.347,15.614,-2.8541,-0.0035205,-0.0010408,2.2816e-06
41.344,15.613,-2.8541,-0.0035205,-0.0010409,2.3693e-06
41.34,15.612,-2.8541,-0.0035206,-0.0010409,2.457e-06
41.337,15.611,-2.8541,-0.0035206,-0.0010409,2.5447e-06
41.333,15.61,-2.8541,-0.0035206,-0.0010409,2.6324e-06
41.33,15.609,-2.8541,-0.0035206,-0.0010409,2.7201e-06
41.326,15.608,-2.8541,-0.0035207,-0.0010409,2.8078e-06
41.323,15.607,-2.8541,-0.0035207,-0.001041,2.8955e-06
41.319,15.606,-2.8541,-0.0035207,-0.001041,2.9832e-06
41.316,15.605,-2.8541,-0.0035207,-0.001041,3.0709e-06
41.312,15.604,-2.8541,-0.0035208,-0.001041,3.1586e-06
41.309,15.603,-2.8541,-0.0035208,-0.001041,3.2463e-06
41.305,15.602,-2.8541,-0.0035208,-0.0010411,3.334e-06
41.302,15.601,-2.8541,-0.0035208,-0.0010411,3.4217e-06
41.298,15.6,-2.8541,-0.0035209,-0.0010411,3.5093e-06
41.295,15.599,-2.8541,-0.0035209,-0.0010411,3.597e-06
41.291,15.598,-2.8541,-0.0035209,-0.0010411,3.6847e-06
41.288,15.597,-2.8541,-0.003521,-0.0010412,3.7723e-06
41.284,15.596,-2.8541,-0.003521,-0.0010412,3.86e-06
41.28,15.595,-2.8541,-0.003521,-0.0010412,3.9476e-06
41.277,15.594,-2.8541,-0.0035211,-0.0010412,4.0352e-06
41.273,15.593,-2.8541,-0.0035211,-0.0010413,4.1229e-06
41.27,15.592,-2.8541,-0.0035211,-0.0010413,4.2105e-06
41.266,15.59,-2.8541,-0.0035212,-0.0010413,4.2981e-06
41.263,15.589,-2.8541,-0.0035212,-0.0010414,4.3857e-06
41.259,15.588,-2.854,-0.0035212,-0.0010414,4.4734e-06
41.256,15.587,-2.854,-0.0035213,-0.0010414,4.561e-06
41.252,15.586,-2.854,-0.0035213,-0.0010414,4.6486e-06
41.249,15.585,-2.854,-0.0035214,-0.0010415,4.7361e-06
41.245,15.584,-2.854,-0.0035214,-0.0010415,4.8237e-06
41.242,15.583,-2.854,-0.0035214,-0.0010415,4.9113e-06
41.238,15.582,-2.854,-0.0035215,-0.0010416,4.9989e-06
41.235,15.581,-2.854,-0.0035215,-0.0010416,5.0864e-06
41.231,15.58,-2.854,-0.0035216,-0.0010416,5.174e-06
41.228,15.579,-2.854,-0.0035216,-0.0010417,5.2615e-06
41.224,15.578,-2.854,-0.0035217,-0.0010417,5.3491e-06
41.221,15.577,-2.854,-0.0035217,-0.0010417,5.4366e-06
41.217,15.576,-2.854,-0.0035217,-0.0010418,5.5241e-06
41.214,15.575,-2.854,-0.0035218,-0.0010418,5.6117e-06
41.21,15.574,-2.854,-0.0035218,-0.0010418,5.6992e-06
41.207,15.573,-2.854,-0.0035219,-0.0010419,5.7867e-06
41.203,15.572,-2.854,-0.0035219,-0.0010419,5.8742e-06
41.199,15.571,-2.854,-0.003522,-0.0010419,5.9616e-06
41.196,15.57,-2.854,-0.003522,-0.001042,6.0491e-06
41.192,15.569,-2.8539,-0.0035221,-0.001042,6.1366e-06
41.189,15.568,-2.8539,-0.0035221,-0.0010421,6.2241e-06
41.185,15.567,-2.8539,-0.0035222,-0.0010421,6.3115e-06
41.182,15.565,-2.8539,-0.0035222,-0.0010421,6.3989e-06
41.178,15.564,-2.8539,-0.0035223,-0.0010422,6.4864e-06
41.175,15.563,-2.8539,-0.0035224,-0.0010422,6.5738e-06
41.171,15.562,-2.8539,-0.0035224,-0.0010423,6.6612e-06
41.168,15.561,-2.8539,-0.0035225,-0.0010423,6.7486e-06
41.164,15.56,-2.8539,-0.0035225,-0.0010424,6.836e-06
41.161,15.559,-2.8539,-0.0035226,-0.0010424,6.9234e-06
41.157,15.558,-2.8539,-0.0035226,-0.0010424,7.0108e-06
41.154,15.557,-2.8539,-0.0035227,-0.0010425,7.0982e-06
41.15,15.556,-2.8539,-0.0035228,-0.0010425,7.1855e-06
41.147,15.555,-2.8539,-0.0035228,-0.0010426,7.2729e-06
41.143,15.554,-2.8538,-0.0035229,-0.0010426,7.3602e-06
41.14,15.553,-2.8538,-0.0035229,-0.0010427,7.4475e-06
41.136,15.552,-2.8538,-0.003523,-0.0010427,7.5348e-06
41.133,15.551,-2.8538,-0.0035231,-0.0010428,7.6221e-06
41.129,15.55,-2.8538,-0.0035231,-0.0010428,7.7094e-06
41.126,15.549,-2.8538,-0.0035232,-0.0010429,7.7967e-06
41.122,15.548,-2.8538,-0.0035233,-0.0010429,7.884e-06
41.118,15.547,-2.8538,-0.0035233,-0.001043,7.9713e-06
41.115,15.546,-2.8538,-0.0035234,-0.001043,8.0585e-06
41.111,15.545,-2.8538,-0.0035235,-0.0010431,8.1458e-06
41.108,15.544,-2.8538,-0.0035235,-0.0010431,8.233e-06
41.104,15.543,-2.8538,-0.0035236,-0.0010432,8.3202e-06
41.101,15.541,-2.8538,-0.0035237,-0.0010432,8.4074e-06
41.097,15.54,-2.8537,-0.0035237,-0.0010433,8.4946e-06
41.094,15.539,-2.8537,-0.0035238,-0.0010433,8.5818e-06
41.09,15.538,-2.8537,-0.0035239,-0.0010434,8.669e-06
41.087,15.537,-2.8537,-0.003524,-0.0010434,8.7561e-06
41.083,15.536,-2.8537,-0.003524,-0.0010435,8.8433e-06
41.08,15.535,-2.8537,-0.0035241,-0.0010436,8.9304e-06
41.076,15.534,-2.8537,-0.0035242,-0.0010436,9.0175e-06
41.073,15.533,-2.8537,-0.0035243,-0.0010437,9.1046e-06
41.069,15.532,-2.8537,-0.0035243,-0.0010437,9.1917e-06
41.066,15.531,-2.8537,-0.0035244,-0.0010438,9.2788e-06
41.062,15.53,-2.8537,-0.0035245,-0.0010438,9.3659e-06
41.059,15.529,-2.8536,-0.0035246,-0.0010439,9.4529e-06
41.055,15.528,-2.8536,-0.0035247,-0.001044,9.54e-06
41.052,15.527,-2.8536,-0.0035247,-0.001044,9.627e-06
41.048,15.526,-2.8536,-0.0035248,-0.0010441,9.714e-06
41.044,15.525,-2.8536,-0.0035249,-0.0010441,9.801e-06
41.041,15.524,-2.8536,-0.003525,-0.0010442,9.888e-06
41.037,15.523,-2.8536,-0.0035251,-0.0010443,9.975e-06
41.034,15.522,-2.8536,-0.0035252,-0.0010443,1.0062e-05
41.03,15.521,-2.8536,-0.0035252,-0.0010444,1.0149e-05
41.027,15.52,-2.8536,-0.0035253,-0.0010445,1.0236e-05
41.023,15.519,-2.8535,-0.0035254,-0.0010445,1.0323e-05
41.02,15.517,-2.8535,-0.0035255,-0.0010446,1.041e-05
41.016,15.516,-2.8535,-0.0035256,-0.0010447,1.0497e-05
41.013,15.515,-2.8535,-0.0035257,-0.0010447,1.0583e-05
41.009,15.514,-2.8535,-0.0035258,-0.0010448,1.067e-05
41.006,15.513,-2.8535,-0.0035259,-0.0010449,1.0757e-05
41.002,15.512,-2.8535,-0.0035259,-0.0010449,1.0844e-05
40.999,15.511,-2.8535,-0.003526,-0.001045,1.0931e-05
40.995,15.51,-2.8535,-0.0035261,-0.0010451,1.1018e-05
40.992,15.509,-2.8535,-0.0035262,-0.0010451,1.1104e-05
40.988,15.508,-2.8534,-0.0035263,-0.0010452,1.1191e-05
40.985,15.507,-2.8534,-0.0035264,-0.0010453,1.1278e-05
40.981,15.506,-2.8534,-0.0035265,-0.0010454,1.1365e-05
40.977,15.505,-2.8534,-0.0035266,-0.0010454,1.1451e-05
40.974,15.504,-2.8534,-0.0035267,-0.0010455,1.1538e-05
40.97,15.503,-2.8534,-0.0035268,-0.0010456,1.1625e-05
40.967,15.502,-2.8534,-0.0035269,-0.0010456,1.1711e-05
